,Paper Name,Keywords,Domains,Abstract,Publication Date,Author
140,Collaborative Information Seeking during a 911 Call Surge: A Case Study,"['Emergency communications', 'information seeking', 'emergency management', 'crisis informatics']","[""Sciences de l'ingénieur [physics]""]","['This case study examines collaborative information seeking in a public-safety answering point during a 911 call surge that occurred when a man fired an assault rifle at police officers and evaded capture for nearly an hour in March 2020. Overwhelmed by questionable and imprecise reports from 911 callers, telecommunicators and on-scene responders began working together to conduct broad and deep searches for the shooter. Whereas broad searches improved the scope of information gathering by identifying multiple, albeit questionable and imprecise, reports of the suspect’s location, deep searches improved the quality of information gathering by investigating 911 callers’ reports using drone, helicopter, and patrol units. These findings suggest requirements for collaborative information seeking in public-safety answering points, including capabilities to conduct broad and deep searches using next-generation 911 technologies, and command and control requirements for triaging these search tasks\r\nwithin inter-organizational emergency response systems.']",2023/05/28,"['Aurelie Montarnal', 'Eva Petitdemange', 'Juliette Rutter']"
141,Demand-supply alignment in supply chain networks with access to hyperconnected production options,"['Demand-Supply Alignment', 'Multi-Agent Systems', 'Hyperconnected Networks', 'Supply Chain Networks', 'Production Options', 'Physical Internet']","[""Sciences de l'ingénieur [physics]""]","['Supply chain networks today comprise of various decentralized actors, subject to\r\nconstantly evolving challenges and customer expectations, and operate in a volatile, uncertain, and disruption-prone environment. These challenges and complexities bring in informational and material flow distortions, making it hard to align demand and supply with agility. Building a centralized optimization model for such complex systems tends to be computationally expensive and unscalable for real-world application. With this motivation, we propose a novel, real-world applicable multi-agent-based approach for collaborative and agile demand-supply alignment, through dynamic prediction-driven planning and operational decision-making. We first demonstrate the applicability and configurability of our approach with a real-world supply chain network operating in a stochastic and disruptive environment, with the desired characteristics in congruence with the Physical Internet framework. We then demonstrate the simulation-testing capability of our approach by highlighting the potential benefits of leveraging a hyperconnected network of open certified production options.']",2023/10/13,['Frederick Benaben']
142,Toward a modeling Tool for Business Continuity Management,"['Business Continuity Management', 'Resilience', 'Model-driven engineering', 'Meta-modeling', 'ADOxx']","[""Sciences de l'ingénieur [physics]""]","['Nowadays, Business continuity management (BCM) has become an important topic in most sectors of activity, for government organizations as well as for business owners and their stakeholders, especially after the pandemic of COVID-19. For years, companies and organizations have been working on their BCM strategies to deal with disruptive events like floods, terrorist attacks, and pandemics. As the business environment is becoming increasingly competitive, having a well-established and clear BCM tool is a priority rather than merely providing verbose documents of business continuity plans(BCP) in which management rules and instructions are specified in a textual manner that makes their implementation very difficult. This present research sets out to fulfill this need by designing a dedicated tool, named “BeC@RE”, which supports the efficient application of the BCM framework. Therefore, a literature analysis was conducted to investigate the scientific foundations of BCM in order to point out the main components and features needed to be implemented and supported by this dedicated tool. “BeC@RE” tool was implemented using the ADOxx meta-modeling platform which is openly available, allowing its adoption and use in BCM practice.']",2021/06/07,"['Ghassen Frikha', 'Daouda Kamissoko', 'Hervé Pingaud']"
143,Atomic Supply Chain Modelling for Risk Management based on SCOR,"['supply  chain  management', 'risk  management', 'performance measurement', 'physics and system modeling', 'SCOR']","[""Sciences de l'ingénieur [physics]""]","['At the time of instability becomes the norm (climate changes, natural disasters,  epidemic, etc.) the  management  of  collaborative  networks,  such  as supply chains, is becoming more and more complex and critical. This instability only  adds  to  the  complexity  of  an  already  very  complex  system.  Thus, supply chain managers have to adapt to multi-dimensional complex situations. Dealing with  instability  is  a  key  expectation  for these managers. One  tool  to  help managers  make  decisions  in  this  unstable  environment  is  simulation. This article introduces some first results on an “atomic” reconfigurable supply chain simulation model based on Supply Chain Operations Reference (SCOR) model. This simulation tool will be used to apply an innovative physics-based approach of  risk  and  opportunity  management, that  designs disturbances by  forces moving  the considered supply chain  within  its  performance framework. This approach enables managers to monitor supply chain’s performance trajectory by viewing and merging the impact of risks and opportunities.']",2021/11/22,"['Thibaut Cerabona', 'Matthieu Lauras']"
144,A Value-Oriented Metamodel for Small and Medium Entreprises Decision Making,"['SME', 'Metamodel', 'Decision support system', 'Financiel valuation']","[""Sciences de l'ingénieur [physics]""]","['To be competitive and sustainable, any company has to maximize its value. However, unlike listed companies that can assess their values based on market shares, most Small and Medium Enterprises (SMEs) which are non-listed cannot have direct and live access to this critical information. Traditional accounting reports only give limited insights to SME decision-makers about the real impact of their day-to-day decisions on the company’s performance and value. Most of the time, an SME’s financial valuation is made one time a year as the associated process is time and resource-consuming, requiring several months and external expertise to be completed. To solve this issue, we propose in this paper a value-oriented metamodel that enables real-time and dynamic assessment of the SME’s value based on the large definition of their assets. These assets cover a wider scope of resources of the company and better account for immaterial assets. The proposal, which is illustrated in a case study, discusses the benefits of incorporating assets in the SME valuation']",2023/11/18,"['Romain Ben Taleb', 'Aurelie Montarnal', 'Matthieu Lauras']"
145,Estimer le nombre de solutions des contraintes de cardinalité grâce à leur décomposition range et roots,[],"[""Sciences de l'ingénieur [physics]""]","['En programmation par contraintes, le choix d’une heuristique de recherche plutôt qu’une autre dépend souvent du problème. Cependant il existe des heuristiques génériques utilisant plutôt des indicateurs sur la structure combinatoire du problème. Les heuristiques ""Counting- Based"", introduites par Pesant et al., font des choix basés sur une estimation du nombre de solutions restantes dans tel ou tel sous-arbre de l’arbre de recherche. Un inconvénient de ces heuristiques est qu’elles nécessitent des algorithmes de dénombrement spécifiques à chaque contrainte. Cette étude s’intéresse aux contraintes de cardinalité, dont alldifferent, atmost, nvalue, etc... Nous proposons une méthode de comptage de solutions pour les contraintes range et roots, introduites par Bessiere et al. Grâce à la décomposition des contraintes de cardinalité en contraintes range et roots, nous dérivons une méthode systématique de dénombrement de solutions pour la plupart de ces contraintes.']",2019/06/12,['Xavier Lorca']
146,Utilisation d'algorithmes d'approximation en Programmation Par Contraintes,[],"[""Sciences de l'ingénieur [physics]""]","[""Dans cet article, nous présenterons les travaux prélimi-naires menés sur l'utilisation d'algorithmes d'approxima-tion en Programmation Par Contraintes afin d'améliorer le calcul de bornes lors de la résolution de problèmes d'optimisation sous contraintes. L'objectif de nos travaux est d'étudier plus particulièrement quels algorithmes d'ap-proximation présentent suffisamment de flexibilité pour être utilisés en Programmation Par Contraintes, et comment les utiliser au sein d'un propagateur qui mettra à jour les bornes de la variable-objectif à chaque noeud de l'espace de recherche. Enfin l'idée sera d'appliquer cette approche à plusieurs familles de problèmes d'optimisation afin d'en extraire une généralisation.""]",2019/06/12,['Xavier Lorca']
147,"An Ant Colony System for the Skilled, Multi-depot VRP with Due Dates and Time Windows","['Optimization', 'Simulation', 'Vehicle Routing Problem', 'Ant Colony System', 'Maintenance Scheduling']","[""Sciences de l'ingénieur [physics]""]","['This article introduces a real-worl maintenance scheduling problem that can be defined as a Skilled Multi-Depot Vehicle Routing Problem with Due Dates and Time Windows, or Skill-MDVRPDDTW, and addresses two methods to solve it. One is a greedy heuristic inspired from the real-world planning processes used in a water service management context, and the other is a version of the Ant Colony System algorithm, widley used in the literature for the Vehicle Routing Problem and its variants and adapted to fit the features of the real-world maintenance problem. Both the problem and the algorithms are positionned in the literature and mathematically formulated, then experiments and results are discussed and compared through a set of various indicators.']",2023/07/09,"['Marine Dubillard', 'Xavier Lorca', 'Matthieu Lauras']"
148,Physics of Decision: Application to Polling Place Risk Management,[],"[""Sciences de l'ingénieur [physics]""]","[""Managing a system involves defining, assessing and trying to reach objectives. Objectives are often measured using Key Performance Indicators (KPIs). In the context of instability (crisis, global pandemic or just everyday uncertainty), managers have to adapt to multi-dimensional complex situations. This article introduces an innovative approach of risk and opportunity management to help managers in their decision-making processes. This approach enables managers to deal with the considered system's performance trajectory by viewing and assessing the impact of potentialities (risks and opportunities). Potentiality impacts are designed by forces, modifying the system's performance trajectory and its position within its multi-dimensional KPI framework. This approach is illustrated by an application to polling place risk management. This paper presents the results of simulations of a such place confronting pre-identified risks within a KPI framework.""]",2021/12/12,"['Thibaut Cerabona', 'Frederick Benaben']"
149,Supply Chain Network Design for a New Circular Business: a Case Study in Electric Conversion of ICE Vehicles,"['Supply Chain Network Design', 'Circular Economy', 'Sustainability', 'Decision Support Systems', 'Agent-Based Modeling', 'Discrete Event Simulation']",['Modélisation et simulation'],"['This paper explores the decision support for supply chain network design (SCND) in the context of a new circular business. The number and locations of each supply chain actor, as well as product flows are determined during the SCND process. Different supply chain configurations are evaluated based on economic and environmental aspects using agent-based modeling and discrete event simulation techniques. A case study on retrofit service for Internal Combustion Engine (ICE) vehicles is proposed. The paper provides managerial insights that will assist circular business providers in making informed decisions regarding SCND.']",2023/05/30,"['Ziqing Wu', 'Victor Estavoyer', 'Mathieu Windenberger', 'Raphaël Oger']"
150,Developing a Recommender System for Frailty Prevention: Addressing Challenges of Data Collection and User Interface Design,"['Frailty', 'Recommender systems', 'Healthy aging', 'UI design']","[""Sciences de l'ingénieur [physics]""]","['Frailty presents a significant global health challenge for older adults, necessitating effective interventions to support healthy aging. Technology-based solutions, particularly recommender systems, hold promise in addressing frailty prevention. This paper presents Senselife platform for service recommendation dedicated for frailty prevention.We delve into the challenges associated with developing an engaging and user-friendly recommender system specifically tailored for frailty prevention. Key challenges we address include implementing effective data collection strategies and designing user-centered interfaces. Our proposed recommendation platform leverages self-evaluation to deliver personalized recommendations, with the goal of enhancing the functional capabilities of older adults. By aligning the available services within the elderly environment with the demands they face, our solution tackles the complexities of managing frailty in this population.Throughout this study, we elucidate the construction of our surveys, the main source of data for Senselife and the design considerations behind our user interfaces, highlighting our efforts in overcoming the unique challenges associated with systems dedicated to elderly usage.']",2023/12/04,"['Ghassen Frikha', 'Xavier Lorca']"
151,A Physics-Based Enterprise Modeling Approach for Risks and Opportunities Management,"['Opportunity', 'Physics', 'Theory', 'Organizations', 'Enterprises', 'Management Science', 'Enterprise modeling (EM)', 'Risk', 'Enterprise Modeling (EM)']","[""Sciences de l'ingénieur [physics]"", 'Physique [physics]']","['Management Science tries to enable managers and decision-makers to take the desired solutions to guide systems toward their objectives. This requires identifying the different dimensions of the system. Organizations and enterprises are complex systems associated with uncertainties in dynamic business contexts, that interact with their environments. Due to pressures such as collaborations with their customers, suppliers, their environment, the seek for innovations, etc., the performance may be changed by internal and external risks and opportunities that push and pull the enterprises like forces. Thanks to Physics of Decision (PoD), by identifying these pressures according to the organization’s features and objectives, unstable conditions due to the forces, can be detected and identified as risks and opportunities. This article attempts to present a time-dependent dynamic framework, based on a physical approach to identify risks and opportunities seen as forces applied on Organizations and Enterprises.']",2020/11/25,"['Nafe Moradkhani', 'Matthieu Lauras', 'Frederick Benaben']"
152,Analyse de l'impact de contraintes organisationnelles pour la planification des opérations de maintenance d'un service d'eau,"['simulation', 'optimisation', 'planification', 'tournées de véhicules.']","['Recherche opérationnelle [math.OC]', 'Combinatoire [math.CO]']","[""Analyse de l'impact de contraintes organisationnelles pour la planification des opérations de maintenance d'un service d'eau""]",2022/02/23,"['Marine Dubillard', 'Guillaume Martin', 'Matthieu Lauras', 'Xavier Lorca']"
153,Performance Evaluation and Statistical Data Analysis of a Call Center for the Deaf Community,"['Performance evaluation', 'Schedules', 'Data analysis', 'Statistical analysis', 'Sensitivity analysis', 'Computational modeling', 'Auditory system']","[""Sciences de l'ingénieur [physics]""]","['In this study, we address the performance evaluation of a multi-model call center. We provide an in-depth statistical data analysis to understand the dynamics of waiting times, service times and arrivals. Afterwards, we present our methodology on how to better size and schedule the agents in order to maintain a better service quality, namely more efficient utilization of resources and shorter waiting times.']",2021/11/30,"['Clea Martinez', 'Nicolas Cellier', 'Franck Fontanili', 'Elyes Lamine']"
154,Predicting Patient’s Waiting Times in Emergency Department: A Retrospective Study in the CHIC Hospital Since 2019,"['Patient waiting times', 'Emergency department', 'Retrospective analysis', 'Data analysis', 'Information system']","[""Sciences de l'ingénieur [physics]"", 'Informatique [cs]']","['Predicting patient waiting times in public emergency department rooms (EDs) has relied on inaccurate rolling average or median estimators. This inefficiency negatively affects EDs resources and staff management and causes patient dissatisfaction and adverse outcomes. This paper proposes a data science-oriented method to analyze real retrospective data. Using different error metrics, we applied various Machine Learning (ML) and Deep learning (DL) techniques to predict patient waiting times, including RF, Lasso, Huber regressor, SVR, and DNN. We examined data on 88,166 patients’ arrivals at the ED of the Intercommunal Hospital Center of Castres-Mazamet (CHIC). The results show that the DNN algorithm has the best predictive capability among other models. By precise and real-time prediction of patient waiting times, EDs can optimize their activities and improve the quality of services offered to patients.']",2022/11/21,['Imen Megdiche']
155,Towards a Flow-Oriented Reference Model for Educational Organizations,"['education system', 'learner flow', 'SCOR', 'supply chain management', 'processes', 'Key performance indicator']","[""Sciences de l'ingénieur [physics]""]","['More than ever, education is a global issue for human societies in our volatile, uncertain, complex and ambiguous world. Unfortunately, education systems often have a proven performance deficit. To change this situation, we assume in this paper that they could benefit from some technical inputs originally developed for other types of industrial systems and in particular those that contribute to supply chain improvement. Indeed, there are already plenty of tools and methodologies to diagnose, assess and improve industrial processes. Using this analogy, we will explore which levers can be used to improve educational systems and we present a new framework to assess them: the Educational Supply Chain Operational Reference inspired by the Supply Chain Operational Reference model']",2023/09/27,"['Paul Savignac', 'Matthieu Lauras', 'Jocelyn Gac']"
156,A Simulation Framework Dedicated to Characterizing Risks and Cascading Effects in Collaborative Networks,"['Simulation', 'Cascading effect', 'Risk interdependency', 'Collaborative network', 'Framework']","['Gestion des risques [q-fin.RM]', 'Modélisation et simulation']","['Cascading effects describe risk interdependencies, whereby the occurrence of one risk may trigger one or more risks with potential propagation chains in complex systems. In this study, on the basis of a formalized model namely danger-risk-consequence chain, a generic simulation framework is proposed to characterize risk causal processes and cascading effects within collaborative networks. Risk-related components and the causal relationships between them are visualized by abstractly representing the instantaneous state of the considered collaborative network as a directed graph. Furthermore, the simulation of trajectories of the state evolution over time is realized by knowledge-driven automatic inference of causal chains and propagation chains, thus enabling the tracing of cascading effects within complex systems. The presented simulation framework provides a solid foundation for a systemic understanding of risks, which implies an innovative tool that helps decision-makers to identify, prevent and mitigate cascading effects within collaborative networks (e.g., supply chains).']",2022/09/19,"['Tianyuan Zhang', 'Jiayao Li', 'Frederick Benaben']"
157,A Decision-Making Support System for Operational Coordination of Home Health Care Services,"['Systemic Analysis', 'BLPAD', 'Decision Support', 'Coordination', 'Modelling', 'Operational Management', 'Home Health Care']","[""Sciences de l'ingénieur [physics]""]","['Nowadays, the majority of elderly people want to live longer in autonomy and well-being. As there are not enough places available in specialized institutions, Home Health Care Services are an alternative. With the fast rise of the demand, the organizations become aware of both existing limitations and of this potential for Research and Development (R&D). They manifest two types of need: one is to be able to identify their own HHC coordination problem, the other is to find solutions for this specific need. In this paper, we propose a systemic analysis of these two aspects to identify the complexity of the relationship between the offer and the demand for HHC services. Then, we present one prototype BLPAD for decision-making support of the coordination in HHC. This research work reveals scientific obstacles and attempts to define a comprehensive response to this expectation of the HHC services ecosystem.']",2019/11/03,"['Liwen Zhang', 'Elyes Lamine', 'Franck Fontanili']"
158,Integrating Model-Driven Engineering as the Next Challenge for Artificial Intelligence – Application to Risk and Crisis Management,[],"[""Sciences de l'ingénieur [physics]""]","['Artificial Intelligence (AI) is currently on top of the hype regarding simultaneously research publications and industrial development. However, the current status of AI makes it quite far and different from the current understanding of Human intelligence. One suggestion that is made in this article is that Model-Driven approaches could be considered as an interesting avenue to complement classical visions of AI and to provide some missing features. Specifically, the use of Model-Driven Engineering tools (such as metamodel and model transformation) could benefit to the domain of AI by introducing a way to extend the apprehension of unknown situations. To support that proposal, an illustrative example is provided regarding the domain of risk and crisis management.']",2019/12/08,"['Frederick Benaben', 'Matthieu Lauras', 'Audrey Fertier', 'Nicolas Salatge']"
159,"Formal Specification, Implementation, and Evaluation of the AdoBPRIM Approach","['Modeling Method', 'Risk-aware Business Process Management', 'BPRIM', 'Formalization', 'ADOxx', 'USABILITY']","[""Sciences de l'ingénieur [physics]""]","['Modeling is one of the fundamental aspects of Risk-aware Business Process Management. The conceptualization of new modeling approaches needs to integrate all abstraction layers of risk and business process concepts and requires a highly specialized knowledge in conceptual modeling foundations and formal specification of meta-models. This paper introduces a risk-aware business process modeling approach based on the BPRIM method. In order to comprehensively and unambiguously specify the proposed approach, we revert to the FDMM formalism. Furthermore, a corresponding software prototype called AdoBPRIM has been implemented using the ADOxx meta-modeling platform to assess the technical feasibility of the approach. The usability of the tool has been empirically evaluated and a healthcare process-based example is presented as a proof-of-concept. We show that the AdoBPRIM approach enables Risk-aware Business Process Management with an excellent usability. In summary, this paper constitutes a best-practice for formally specifying, technically implementing, and empirically evaluating modeling method conceptualizations.']",2020/08/10,['Elyes Lamine']
160,Using Approximation within Constraint Programming to Solve the Parallel Machine Scheduling Problem with Additional Unit Resources,[],['Intelligence artificielle [cs.AI]'],"['In this paper, we consider the Parallel Machine Scheduling Problem with Additional Unit Resources, which consists in scheduling a set of n jobs on m parallel unrelated machines and subject to exactly one of r unit resources. This problem arises from the download of acquisitions from satellites to ground stations. We first introduce two baseline constraint models for this problem. Then, we build on an approximation algorithm for this problem, and we discuss about the efficiency of designing an improved constraint model based on these approximation results. In particular, we introduce new constraints that restrict search to executions of the approximation algorithm. Finally, we report experimental data demonstrating that this model significantly outperforms the two reference models.']",2020/02/07,['Xavier Lorca']
161,Decoupled Lead Time in finite capacity flowshop: a feedback loop approach,"['decoupled lead time', 'dynamic adjustment', 'discrete event simulation', 'finite capacity']","[""Sciences de l'ingénieur [physics]""]","['Recently studied, Demand Driven Material Requirement Planning (DDMRP) seems to offer good performances. Its buffer parametrization is done by a dynamic adjustment considering the demand evolution, but not the workshop state. Several papers deal with lead time variability and take into account its variations in the parametrization of traditional material management methods such as Material Requirements Planning and pull flow systems. This paper considers lead time variability and proposes a dynamical adjustment of the decoupled lead time of the DDMRP. When applying it to a modified flow shop with a competence bottleneck, results show that the dynamic adjustment of the buffer sizes reduces stocks, while assuring a decent service level. We also find that it increases workload, to an extent where it can be better not to cross a certain limit that has to be determined, otherwise lead times increase drastically.']",2019/09/25,"['Guillaume Martin', 'Jacques Lamothe', 'Matthieu Lauras']"
162,Knowledge criteria for making decision in network partner selection,[],"[""Sciences de l'ingénieur [physics]""]",[],2019/08/28,"['François Marmier', 'Didier Gourc']"
163,A Humanitarian Supply Chain Maturity Model,"['Maturity Assessment', 'Performance', 'Humanitarian Organization', 'Supply Chain']","[""Sciences de l'ingénieur [physics]""]","['Over the past decades, humanitarian organizations have largely been criticized for their lack of effectiveness regarding their mission of assisting vulnerable population. However, few researches have investigated what ideal should humanitarian organizations tend toward and the path to undertake in such transformation. In this perspective, this paper intends to overcome this situation by proposing a supply chain maturity model specifically addressed to the humanitarian sector. In the form of a two-dimension matrix, the table aims at: 1) Objectify one organization’s position regarding its transformation journey 2) Depending on the organization, identify the specific improvement areas and suggest their sequence. An instantiation of the maturity model is also proposed through the case of the Indonesian red cross']",2020/05/24,"['Manon Grest', 'Matthieu Lauras']"
164,Integration of Ontologies and Constraint Satisfaction Problems for Product Configuration,"['Product configuration', 'Knowledge', 'Ontology', 'Constraints Satisfaction Problem', 'Engineering management', 'Conferences', 'Wheels', 'Ontologies', 'Industrial engineering', 'Filtering algorithms', 'Cognition']","[""Sciences de l'ingénieur [physics]""]","[""In this work, the domain is a product or system configuration. We focus on ontologies, Constraint Satisfaction Problems (CSPs), and their integration. The aim is to capitalize knowledge and define mechanisms that will permit reasoning to find configuration problem solutions regarding customers' requirements. On one hand, an ontology is used to formalize and capitalize knowledge about products or systems structure including concepts, systems, subsystems, components, relationships, attributes, and their possible values. Protégé 5.5.0 is used to create the ontology. On the other hand, we used CSPs to formalize the relationships between attributes values or between concepts that are allowed or forbidden. CSPs (restricted to compatibility tables) are translated into rules to be integrated into the ontology using the SWRL. Therefore, we defined a filtering algorithm based on arc consistency to restrict the domains by removing inconsistent values. First, related works on ontologies, CSPs are presented. The formalization of the ontology, CSPs, and their translation into SWRL rules and their use are presented. Finally, an illustrative application based on the configuration of a simplified bike is presented.""]",2021/12/13,['Michel Aldanondo']
165,A Business Continuity Robustness Assessment Approach Through Disruption’s Sociological Indicators,"['Business Continuity Management', 'Sociological factors', 'Robustness', 'Assessment tools', 'Risk Management']","[""Sciences de l'ingénieur [physics]""]","['During the last years, International Organizations for Standardization have been developing many quality management tools which are being implemented by several types of organizations. These tools are especially being implemented to manage disasters and reduce activity disruptions’ consequences. However, monitoring the performance of the organizational norm requires developing metrics and assessment tools that can be used easily and on a daily basis to make organizations more resilient to crisis situations. The management tool that this research work considers is the “Business Continuity Plan” known as BCP. One way to assess this type of plan is to define, design then test quantifying and qualifying keys to measure its robustness.']",2022/10/12,"['Oussema Ben Amara', 'Daouda Kamissoko', 'Frederick Benaben']"
166,Parametrized SEIR model for performance-based decision support: A case study of COVID-19 epidemic in the state of Georgia (USA),"['SEIR', 'Simulation', 'Pandemic', 'COVID-19', 'Decision Support System (DSS)', 'Performance Management']",['Autre [cs.OH]'],"['The question of the impact of pandemics on human society is clearly of first priority. This paper aims at building on top of the classical SEIR pandemic model paradigm in order to bring a new vision of decision support. The gen-eral principle is to use System Dynamics modeling but the originality is that the impact of a pandemic is assessed through the deviation of the per-formance trajectory of the social system within the geometrical framework of its Key Performance Indicators (KPIs). Consequently, the model is based on two types of parameters: (i) the ones from the social system, and (ii) the ones from the pandemic. The simulation approach provides the values of the KPIs all along the observed period. The accuracy of the approach is fi-nally evaluated through the comparison with the actual values of the state of Georgia during one year of the COVID-19 crisis (03/2020-03/2021).']",2021/07/25,"['Frederick Benaben', 'Benoit Montreuil', 'Julien Jeany']"
167,Anti-windup-like Compensator Synthesis for Discrete-Time Quantized Control Systems,"['Quantized control', 'anti-windup like compensator design', 'LMIs', 'stability']","['Automatique', ""Sciences de l'ingénieur [physics]""]",['This paper addresses the problem of designing an anti-windup like compensator for discrete-time linear control systems with quantized input. The proposed compensator provides a correction signal proportional to the quantization error that is fed to the controller. The compensator is designed to ensure that solutions to the closed-loop systems converge in finite time into a compact set containing the origin that can be tuned by the designer. A numerically tractable algorithm with feasibility guarantees is provided for the design of the compensator. The proposed results are illustrated on an academic example and an open-loop unstable aircraft system'],2022/08/30,['Francesco Ferrante']
168,"Introduction to the DIRECT minitrack (Disaster Information, Technology, and Resilience) in the Digital Government track – HICSS 57",[],"[""Sciences de l'ingénieur [physics]""]",[],2024/01/03,['Julie Dugdale']
169,A Theoretical Approach for Detecting and Anticipating Collaboration Opportunities,"['Enterprise characteristics', 'Collaborative networks', 'KPI classification', 'Collaboration detection']","[""Sciences de l'ingénieur [physics]"", 'Informatique [cs]']","['The concept of collaborative networks has been encountered very frequently these days as the reply when trying to adapt and enhance enterprises in this tremendously competitive commercial environments. A lot of knowledge has been gathered for collaborative networks so far, from defining network kinds to levelizing partnerships and also proposing models for partnership developments. But most of these efforts didn’t tackle a very vital obstacle which is detecting and predicting collaboration possibilities between enterprises. In this paper, a new enterprise characteristics classification is proposed, which will be used as a profile for characterizing enterprises susceptible to take part in a collaborative network. The proposed detection approach is based on the enterprise characteristics concept as well as collaboration network types. Also a hypothesis to rank the potential partners using KPIs is shown along with the big picture of this approach accompanied by the future work that has to be done.']",2019/09/01,"['Ibrahim Koura', 'Frederick Benaben']"
170,Toward an Innovative Risk- and Opportunity- Oriented System for SMEs’ Decision-Makers,"[""Système d'Aide à la Décision"", 'Risque', 'Opportunité', 'Contrôle de Gestion', 'PME']","[""Sciences de l'ingénieur [physics]""]",[],2021/05/05,"['Romain Ben Taleb', 'Aurelie Montarnal', 'Matthieu Lauras']"
171,Physics of Decision for Polling Place Management: A Case Study from the 2020 USA Presidential Election,"['Performance', 'decision support', 'simulation', 'artificial intelligence', 'risk management', 'election', 'pandemics', 'information system']","[""Sciences de l'ingénieur [physics]""]","[""In the context of the global pandemic, the practical management of the 2020 presidential election in the USA was a strong concern. To anticipate and prepare for this election accurately, one of the main challenges was to confront: (i) forecasts of voter turnout, (ii) capacities of the facilities and, (iii) potential configuration options of resources. The approach chosen to conduct this anticipative study consists of collecting data about forecasts and using simulation models to work simultaneously on resource allocation and facility configuration of polling places in Fulton County, Georgia's largest county. This article presents the results of the simulations of such places facing pre-identified potential risks. These results are oriented towards the efficiency of these places according to different criteria (health, trust, comfort). Then a dynamic framework is introduced to describe risks as physical forces perturbing the efficiency of the observed system. Finally, the main benefits and contributions resulting from this simulation campaign are presented.""]",2021/06/15,"['Nafe Moradkhani', 'Frederick Benaben']"
172,An innovative approach for ongoing assessment of critical infrastructures’ resilience based on a nonfunctional requirement ecosystem,"['Resilience', 'non-functional requirement', '-ility', 'digital twin', 'modeling', 'simulation']","[""Sciences de l'ingénieur [physics]"", 'Système multi-agents [cs.MA]', 'Ingénierie assistée par ordinateur', 'Modélisation et simulation']","['Geopolitical context or climate change induced more and more disasters in the two last decades. Particularly, Critical Infrastructures (CI - e.g., water distribution, health care) that support the daily life of societies are impacted by these disasters. These CI are indeed essential. By their various interactions and links, they become more fragile when facing complex situations. For instance, a local event, occurring in a CI (e.g., an accident), can propagate throughout these interactions, impacting other CI, leading to a higher intensity and to a global impact. Classical risks analysis is limited in terms of global and dynamic vision of these CI, to manage these events efficiently and to recover to an acceptable functioning state for the end users. To this purpose, resilience is a useful concept, highlighted by numerous research works and organizations to characterize the best way a CI has to react to an undesirable event and avoid, if possible, its propagation. The purpose of this paper is to present the main principles of a methodology to assess and analyze resilience of a CI based on a multi views and systemic model formalized as a digital twin. This work is done in the frame of the project RESIIST supported by the French research agency ANR (Résilience des infrastructures et systèmes interconnectés, 18-CE39-0018-05) to provide scenarios to test and evaluate the proposed methodology.']",2021/09/19,['Daouda Kamissoko']
173,Assessing the Business Continuity of a healthcare organization through a data-gathering modality approach,"['Pathology', 'Hospitals', 'Buildings', 'Prototypes', 'Organizations', 'Robustness', 'Planning']","[""Sciences de l'ingénieur [physics]""]","['Most business continuity planning methods help provide adequate precautions in case of a crisis situation to keep the organization’s main activities running uninterruptedly in the moment of the crisis. One way to accurately improve the rules that arise from business continuity planning (BCP) would be to (i) proceed with the data multidimensions and multi-sources (physical, societal, financial, etc.) through a purpose-driven Information System (IS), (ii) build customized integral robustness indicators and (iii) use them to qualify the business continuity strategy. On this basis, this work’s findings make firms, particularly healthcare organizations, less sensitive to catastrophes by designing an interactive dashboard that pilots the business continuity indicators and highlights decisive components and resources.']",2022/10/09,"['Oussema Ben Amara', 'Daouda Kamissoko', 'Frederick Benaben']"
174,A Meta Model for a Blockchain-based Supply Chain Traceability,"['Supply chain traceability', 'Meta model', 'Supply chain', 'Blockchain', 'Pharmaceutical supply chain']","[""Sciences de l'ingénieur [physics]""]","['In recent years, traceability has gained interest since some health issues like the mad cow scandal. Able to ensure a follow-up of products through each stage of their life-cycle, traceability provides consumers more visibility and guarantees on the items they buy. However, accessible information about items origins or content does not meet consumers, associations and regulatory services growing expectations. Furthermore, other concerns like counterfeiting as well as bad headline pressures in case of a product recall, urge firms to develop their trace- ability systems which currently show fragilities. Indeed, today, companies manage traceability in their way which creates silos. Consequently, information flow is slowed and limited along the chain. Based on these, the study discusses the concept of ag- gregating different companies traceability management systems into a single one covering all the supply chain. The concept implementation is made possible through collaborative platforms like the Blockchain. In terms of traceability, this technology presents interests in recording transactions in a transparent, reliable and secure ways. However, it first requires data to be structured before makes it concrete. The contribution of this paper is to provide a meta model as a first groundwork for a possible Blockchain implementation for supply chain traceability purposes. Its objective is to i) identify and monitor key traceabili- ty information regarded as master, event or transactional data ii) highlight the connections with actors and the sequence of events generated along the product journey. The meta model’s behaviour is then, illustrated through a case study from the pharmaceutical industry.']",2019/09/25,"['Manon Grest', 'Matthieu Lauras', 'Aurelie Montarnal', 'Alexandre Sarazin']"
